X-Axis	NPA w/ oil 20x (CRR) (SG) (Sub BG)
 2.41903E+03	-2.68213E+00
 2.42188E+03	-1.44678E+00
 2.42473E+03	-2.31934E-01
 2.42758E+03	 1.61475E+00
 2.43043E+03	 3.03662E+00
 2.43328E+03	 3.18506E+00
 2.43613E+03	 2.29492E+00
 2.43897E+03	 7.72461E-01
 2.44181E+03	-9.52148E-01
 2.44465E+03	-1.58691E-01
 2.44749E+03	-1.23584E+00
 2.45033E+03	-1.65527E-01
 2.45316E+03	-1.15967E+00
 2.45600E+03	 6.93848E-01
 2.45883E+03	 3.01221E+00
 2.46166E+03	 1.64453E+00
 2.46449E+03	 1.74170E+00
 2.46732E+03	-6.65039E-01
 2.47014E+03	-2.55518E+00
 2.47296E+03	 2.01660E-01
 2.47579E+03	 5.23438E-01
 2.47861E+03	 6.95313E-01
 2.48143E+03	-8.74023E-01
 2.48424E+03	-1.20557E+00
 2.48706E+03	 4.10156E-02
 2.48987E+03	 4.62646E-01
 2.49268E+03	 1.95337E+00
 2.49549E+03	 1.96143E+00
 2.49830E+03	-2.41699E-01
 2.50111E+03	-1.69971E+00
 2.50392E+03	-2.37793E+00
 2.50672E+03	-2.88867E+00
 2.50952E+03	-1.34009E+00
 2.51232E+03	-1.92627E-01
 2.51512E+03	 2.37012E+00
 2.51792E+03	 5.03516E+00
 2.52072E+03	 5.12012E+00
 2.52351E+03	 1.57666E+00
 2.52630E+03	-1.97144E+00
 2.52909E+03	-3.22266E+00
 2.53188E+03	-2.22583E+00
 2.53467E+03	-1.39160E-02
 2.53746E+03	 1.72705E+00
 2.54024E+03	 2.18774E+00
 2.54302E+03	 1.22070E-01
 2.54580E+03	-8.91357E-01
 2.54858E+03	 9.70459E-01
 2.55136E+03	 2.72363E+00
 2.55414E+03	 1.21411E+00
 2.55691E+03	-3.99902E-01
 2.55968E+03	-1.60889E+00
 2.56246E+03	-2.07227E+00
 2.56523E+03	-1.47583E+00
 2.56799E+03	 1.96924E+00
 2.57076E+03	 1.94824E+00
 2.57353E+03	-1.66016E-01
 2.57629E+03	-1.53809E+00
 2.57905E+03	-9.37012E-01
 2.58181E+03	-4.67285E-01
 2.58457E+03	 2.88208E+00
 2.58733E+03	 5.05347E+00
 2.59008E+03	 3.52783E+00
 2.59283E+03	-6.33545E-01
 2.59559E+03	-5.04639E-01
 2.59834E+03	-2.87744E+00
 2.60109E+03	-9.55322E-01
 2.60383E+03	 1.78906E+00
 2.60658E+03	 3.49878E+00
 2.60932E+03	 1.66797E+00
 2.61207E+03	 5.77393E-01
 2.61481E+03	-8.76465E-02
 2.61755E+03	-8.47900E-01
 2.62028E+03	-8.92334E-01
 2.62302E+03	 3.46436E+00
 2.62575E+03	 9.03076E-01
 2.62849E+03	-3.99658E-01
 2.63122E+03	-2.95972E+00
 2.63395E+03	-3.00830E+00
 2.63668E+03	-1.05493E+00
 2.63940E+03	 1.01245E+00
 2.64213E+03	 3.64282E+00
 2.64485E+03	 3.66797E+00
 2.64757E+03	 8.08105E-01
 2.65029E+03	-9.83887E-02
 2.65301E+03	-3.10181E+00
 2.65573E+03	-2.13159E+00
 2.65845E+03	-9.21387E-01
 2.66116E+03	-8.58398E-01
 2.66387E+03	-1.93555E+00
 2.66658E+03	-1.11523E+00
 2.66929E+03	-1.35425E+00
 2.67200E+03	 1.31104E+00
 2.67471E+03	 2.51245E+00
 2.67741E+03	 2.10596E+00
 2.68012E+03	 1.22266E+00
 2.68282E+03	-1.95752E+00
 2.68552E+03	-2.38306E+00
 2.68822E+03	-7.83447E-01
 2.69091E+03	 4.56055E-01
 2.69361E+03	 2.06567E+00
 2.69630E+03	 5.16357E-01
 2.69899E+03	 1.48999E+00
 2.70168E+03	 3.19800E+00
 2.70437E+03	 1.29492E+00
 2.70706E+03	-1.58447E-01
 2.70975E+03	-1.21582E+00
 2.71243E+03	-1.42236E+00
 2.71511E+03	-3.02490E-01
 2.71780E+03	 1.27930E-01
 2.72048E+03	 1.56738E-01
 2.72315E+03	-1.43652E+00
 2.72583E+03	-1.96436E+00
 2.72851E+03	-1.53442E+00
 2.73118E+03	 1.35938E+00
 2.73385E+03	 2.09033E+00
 2.73652E+03	 3.86963E-01
 2.73919E+03	-1.00269E+00
 2.74186E+03	-7.92969E-01
 2.74453E+03	-1.33472E+00
 2.74719E+03	-1.38794E+00
 2.74985E+03	-1.65234E+00
 2.75251E+03	 7.40967E-01
 2.75517E+03	 1.44946E+00
 2.75783E+03	 2.65356E+00
 2.76049E+03	 2.20874E+00
 2.76315E+03	 1.15063E+00
 2.76580E+03	 2.71729E+00
 2.76845E+03	 1.57300E+00
 2.77110E+03	-7.51709E-01
 2.77375E+03	-1.94678E+00
 2.77640E+03	-3.97241E+00
 2.77905E+03	-4.45410E+00
 2.78169E+03	-1.35791E+00
 2.78433E+03	 3.36035E+00
 2.78698E+03	 2.73315E+00
 2.78962E+03	 2.03125E+00
 2.79226E+03	 2.06982E+00
 2.79489E+03	 8.81348E-02
 2.79753E+03	-7.10205E-01
 2.80016E+03	-1.10693E+00
 2.80280E+03	-1.44189E+00
 2.80543E+03	-4.97803E-01
 2.80806E+03	-9.53369E-01
 2.81068E+03	-5.88379E-02
 2.81331E+03	-1.47168E+00
 2.81594E+03	-2.42920E-01
 2.81856E+03	 7.27051E-01
 2.82118E+03	-9.94873E-01
 2.82380E+03	-1.82373E-01
 2.82642E+03	 1.86230E+00
 2.82904E+03	 2.09814E+00
 2.83166E+03	 3.83228E+00
 2.83427E+03	 2.90332E+00
 2.83689E+03	 4.31885E-01
 2.83950E+03	-2.38257E+00
 2.84211E+03	-2.90015E+00
 2.84472E+03	-6.11328E-01
 2.84732E+03	 1.23291E-01
 2.84993E+03	 6.87988E-01
 2.85253E+03	 1.81152E-01
 2.85514E+03	-7.80518E-01
 2.85774E+03	-1.98242E-01
 2.86034E+03	 2.30249E+00
 2.86294E+03	 3.02368E+00
 2.86553E+03	 3.02417E+00
 2.86813E+03	 2.99561E-01
 2.87072E+03	-2.31055E+00
 2.87332E+03	-3.21924E+00
 2.87591E+03	-2.79639E+00
 2.87850E+03	-2.26294E+00
 2.88109E+03	-1.19629E-01
 2.88367E+03	 1.53125E+00
 2.88626E+03	 1.20947E+00
 2.88884E+03	 5.86182E-01
 2.89142E+03	 7.58057E-01
 2.89401E+03	-3.66455E-01
 2.89659E+03	-2.61060E+00
 2.89916E+03	-6.71143E-01
 2.90174E+03	 1.63110E+00
 2.90432E+03	 1.60181E+00
 2.90689E+03	 1.06152E+00
 2.90946E+03	 1.32788E+00
 2.91203E+03	 1.66016E-02
 2.91460E+03	-3.02979E-01
 2.91717E+03	 3.61328E-02
 2.91974E+03	 9.55811E-01
 2.92230E+03	-1.82617E-01
 2.92486E+03	-1.18750E+00
 2.92743E+03	-2.06567E+00
 2.92999E+03	-2.02368E+00
 2.93255E+03	-1.98779E+00
 2.93510E+03	-3.92090E-01
 2.93766E+03	 4.23340E-01
 2.94021E+03	 1.62280E+00
 2.94277E+03	 1.28955E+00
 2.94532E+03	 1.19019E+00
 2.94787E+03	 8.65723E-01
 2.95042E+03	 1.53784E+00
 2.95297E+03	 2.17627E+00
 2.95551E+03	 2.09595E+00
 2.95806E+03	 6.54541E-01
 2.96060E+03	-1.28735E+00
 2.96314E+03	-2.69214E+00
 2.96568E+03	-1.47900E+00
 2.96822E+03	 1.18799E+00
 2.97076E+03	 1.92188E+00
 2.97330E+03	 4.33105E-01
 2.97583E+03	-9.25049E-01
 2.97837E+03	-8.64746E-01
 2.98090E+03	 8.39844E-02
 2.98343E+03	 1.96313E+00
 2.98596E+03	 1.69067E+00
 2.98849E+03	 4.05273E-01
 2.99101E+03	-1.96777E+00
 2.99354E+03	-2.79565E+00
 2.99606E+03	-2.78027E+00
 2.99858E+03	-8.62793E-01
 3.00110E+03	 3.71338E-01
 3.00362E+03	 7.69043E-01
 3.00614E+03	 3.63770E-02
 3.00866E+03	-3.33740E-01
 3.01117E+03	-1.92310E+00
 3.01369E+03	-1.44971E+00
 3.01620E+03	-3.03467E-01
 3.01871E+03	 8.97705E-01
 3.02122E+03	 3.51807E-01
 3.02373E+03	 2.39160E+00
 3.02623E+03	 4.03784E+00
 3.02874E+03	 4.63672E+00
 3.03124E+03	 2.17041E+00
 3.03374E+03	 5.52246E-01
 3.03625E+03	-1.19067E+00
 3.03875E+03	-1.36206E+00
 3.04124E+03	-1.14746E-01
 3.04374E+03	 8.44482E-01
 3.04624E+03	-4.71191E-01
 3.04873E+03	-1.99341E+00
 3.05122E+03	-1.68604E+00
 3.05371E+03	 7.20459E-01
 3.05620E+03	 9.36523E-01
 3.05869E+03	 1.66602E+00
 3.06118E+03	 1.60400E+00
 3.06367E+03	 1.37451E-01
 3.06615E+03	-9.12354E-01
 3.06863E+03	-5.51270E-01
 3.07111E+03	-7.82959E-01
 3.07359E+03	-1.06543E+00
 3.07607E+03	-5.54688E-01
 3.07855E+03	 8.24219E-01
 3.08103E+03	 5.04150E-01
 3.08350E+03	 1.03882E+00
 3.08598E+03	 1.60547E+00
 3.08845E+03	 2.39282E+00
 3.09092E+03	 2.32983E+00
 3.09339E+03	 2.09741E+00
 3.09586E+03	 3.99902E-01
 3.09832E+03	-1.65308E+00
 3.10079E+03	-2.46436E+00
