X-Axis	NPA w/ HMB-1 20x E30 (CRR) (Average 3) (Sub BG)
 2.42473E+03	-1.49277E+01
 2.42758E+03	-6.03711E+00
 2.43043E+03	-4.34219E+01
 2.43328E+03	 2.87285E+01
 2.43613E+03	 1.24727E+02
 2.43897E+03	 9.78789E+01
 2.44181E+03	 7.52598E+01
 2.44465E+03	 8.69473E+01
 2.44749E+03	 5.90273E+01
 2.45033E+03	 3.76719E+01
 2.45316E+03	 7.15020E+01
 2.45600E+03	 1.57824E+02
 2.45883E+03	 1.56748E+02
 2.46166E+03	 2.29023E+01
 2.46449E+03	-1.12570E+02
 2.46732E+03	-1.89002E+02
 2.47014E+03	-1.16972E+02
 2.47296E+03	 5.80996E+01
 2.47579E+03	 1.06524E+02
 2.47861E+03	 2.69277E+01
 2.48143E+03	-3.02939E+01
 2.48424E+03	-6.02441E+00
 2.48706E+03	 7.90039E+01
 2.48987E+03	 1.56572E+02
 2.49268E+03	 1.40622E+02
 2.49549E+03	 7.56309E+01
 2.49830E+03	 6.61328E+00
 2.50111E+03	-2.91123E+01
 2.50392E+03	-5.82822E+01
 2.50672E+03	-1.37461E+02
 2.50952E+03	-1.50558E+02
 2.51232E+03	 4.42637E+01
 2.51512E+03	 3.04188E+02
 2.51792E+03	 3.99343E+02
 2.52072E+03	 3.90120E+02
 2.52351E+03	 2.86688E+02
 2.52630E+03	 1.62393E+01
 2.52909E+03	-2.15503E+02
 2.53188E+03	-2.05421E+02
 2.53467E+03	-2.40176E+01
 2.53746E+03	 1.52275E+02
 2.54024E+03	 1.88679E+02
 2.54302E+03	 9.68105E+01
 2.54580E+03	 1.13247E+02
 2.54858E+03	 2.27827E+02
 2.55136E+03	 2.08398E+02
 2.55414E+03	 1.00073E+02
 2.55691E+03	 1.87275E+01
 2.55968E+03	-7.32451E+01
 2.56246E+03	-1.04425E+02
 2.56523E+03	-1.71787E+01
 2.56799E+03	 5.94756E+01
 2.57076E+03	 1.30356E+02
 2.57353E+03	 1.55793E+02
 2.57629E+03	 8.98105E+01
 2.57905E+03	 1.29248E+02
 2.58181E+03	 1.99327E+02
 2.58457E+03	 1.47899E+02
 2.58733E+03	 5.95732E+01
 2.59008E+03	-6.25225E+01
 2.59283E+03	-1.59393E+02
 2.59559E+03	-1.09975E+02
 2.59834E+03	 3.95215E+01
 2.60109E+03	 1.62426E+02
 2.60383E+03	 1.78307E+02
 2.60658E+03	 2.08993E+02
 2.60932E+03	 2.50073E+02
 2.61207E+03	 1.20433E+02
 2.61481E+03	-4.97383E+01
 2.61755E+03	-9.16670E+01
 2.62028E+03	-2.07422E+01
 2.62302E+03	 4.12158E+01
 2.62575E+03	 4.43955E+01
 2.62849E+03	-2.55645E+01
 2.63122E+03	-1.27877E+02
 2.63395E+03	-4.78369E+01
 2.63668E+03	 1.52851E+02
 2.63940E+03	 1.85979E+02
 2.64213E+03	 8.35928E+01
 2.64485E+03	 9.74512E+00
 2.64757E+03	 1.99121E+00
 2.65029E+03	 1.11455E+01
 2.65301E+03	 4.02637E+00
 2.65573E+03	 5.11787E+01
 2.65845E+03	 5.73105E+01
 2.66116E+03	-5.87529E+01
 2.66387E+03	-9.64678E+01
 2.66658E+03	-3.09170E+01
 2.66929E+03	-2.21709E+01
 2.67200E+03	-4.66406E+00
 2.67471E+03	 6.85156E+01
 2.67741E+03	 1.11806E+02
 2.68012E+03	 1.01993E+02
 2.68282E+03	 2.37109E+00
 2.68552E+03	-7.15146E+01
 2.68822E+03	-3.03633E+01
 2.69091E+03	-8.16992E+00
 2.69361E+03	-2.42676E+01
 2.69630E+03	-2.90068E+01
 2.69899E+03	-1.71289E+01
 2.70168E+03	 3.64854E+01
 2.70437E+03	 9.80508E+01
 2.70706E+03	 8.71650E+01
 2.70975E+03	 2.73174E+01
 2.71243E+03	 3.93135E+01
 2.71511E+03	 1.11967E+02
 2.71780E+03	 1.88349E+02
 2.72048E+03	 1.61535E+02
 2.72315E+03	-5.88477E+00
 2.72583E+03	-1.07063E+02
 2.72851E+03	-7.57627E+01
 2.73118E+03	 1.16504E+01
 2.73385E+03	 8.12080E+01
 2.73652E+03	 8.14248E+01
 2.73919E+03	 6.78174E+01
 2.74186E+03	 6.69063E+01
 2.74453E+03	 5.74609E+01
 2.74719E+03	 4.97559E+01
 2.74985E+03	 3.48154E+01
 2.75251E+03	 1.16699E+01
 2.75517E+03	-2.52529E+01
 2.75783E+03	-7.98984E+01
 2.76049E+03	-8.21875E+00
 2.76315E+03	 1.08821E+02
 2.76580E+03	 1.19009E+02
 2.76845E+03	 1.06137E+02
 2.77110E+03	 5.05010E+01
 2.77375E+03	-4.65967E+01
 2.77640E+03	-8.72256E+01
 2.77905E+03	-7.44434E+00
 2.78169E+03	 7.97354E+01
 2.78433E+03	 6.72754E+01
 2.78698E+03	 5.72461E+00
 2.78962E+03	-3.73535E+00
 2.79226E+03	 4.87021E+01
 2.79489E+03	 2.54688E+01
 2.79753E+03	-5.60938E+01
 2.80016E+03	-5.38047E+01
 2.80280E+03	 2.25547E+01
 2.80543E+03	 3.34678E+01
 2.80806E+03	-1.57490E+01
 2.81068E+03	-3.25859E+01
 2.81331E+03	 9.72070E+00
 2.81594E+03	 7.21875E+01
 2.81856E+03	 9.13311E+01
 2.82118E+03	 3.29521E+01
 2.82380E+03	-4.44043E+01
 2.82642E+03	-3.93164E+01
 2.82904E+03	 2.72383E+01
 2.83166E+03	 4.62832E+01
 2.83427E+03	-8.15625E+00
 2.83689E+03	-4.09004E+01
 2.83950E+03	-4.71318E+01
 2.84211E+03	-4.23174E+01
 2.84472E+03	-3.37402E+00
 2.84732E+03	 2.54023E+01
 2.84993E+03	 1.70146E+01
 2.85253E+03	 1.12197E+01
 2.85514E+03	 3.47744E+01
 2.85774E+03	 4.26875E+01
 2.86034E+03	 5.19697E+01
 2.86294E+03	 5.84375E+01
 2.86553E+03	 5.21973E+00
 2.86813E+03	-4.13672E+01
 2.87072E+03	-3.78105E+01
 2.87332E+03	-1.05938E+01
 2.87591E+03	 3.22998E+01
 2.87850E+03	 7.38877E+01
 2.88109E+03	 6.26924E+01
 2.88367E+03	-4.01270E+00
 2.88626E+03	-2.67021E+01
 2.88884E+03	 2.15234E+00
 2.89142E+03	 5.42969E-01
 2.89401E+03	 1.66484E+01
 2.89659E+03	 4.06758E+01
 2.89916E+03	-1.75996E+01
 2.90174E+03	-7.91123E+01
 2.90432E+03	-5.09072E+01
 2.90689E+03	 1.47461E-01
 2.90946E+03	 3.23105E+01
 2.91203E+03	 6.18428E+01
 2.91460E+03	 7.82559E+01
 2.91717E+03	 7.03135E+01
 2.91974E+03	 6.17803E+01
 2.92230E+03	 4.59229E+01
 2.92486E+03	 2.76172E+00
 2.92743E+03	-3.93359E+00
 2.92999E+03	 3.53613E+01
 2.93255E+03	 8.24219E+01
 2.93510E+03	 9.29053E+01
 2.93766E+03	 7.02158E+01
 2.94021E+03	 4.48203E+01
 2.94277E+03	 5.00000E+00
 2.94532E+03	 2.17900E+01
 2.94787E+03	 5.99775E+01
 2.95042E+03	 5.73555E+01
 2.95297E+03	 3.39697E+01
 2.95551E+03	-1.83779E+01
 2.95806E+03	-4.06318E+01
 2.96060E+03	-2.81650E+01
 2.96314E+03	 1.74775E+01
 2.96568E+03	 6.75664E+01
 2.96822E+03	 7.16211E+01
 2.97076E+03	 4.01660E+01
 2.97330E+03	 1.79766E+01
 2.97583E+03	 3.70625E+01
 2.97837E+03	 7.11230E+01
 2.98090E+03	 9.72275E+01
 2.98343E+03	 1.25407E+02
 2.98596E+03	 1.02697E+02
 2.98849E+03	 1.98848E+01
 2.99101E+03	-3.12373E+01
 2.99354E+03	-7.62305E+00
 2.99606E+03	 1.01680E+01
 2.99858E+03	 6.15625E+00
 3.00110E+03	 1.03613E+01
 3.00362E+03	 6.37305E+00
 3.00614E+03	 7.57813E+00
 3.00866E+03	 5.02148E+00
 3.01117E+03	-8.20215E+00
 3.01369E+03	 1.01416E+01
 3.01620E+03	 2.11670E+01
 3.01871E+03	-1.39697E+01
 3.02122E+03	-1.07656E+01
 3.02373E+03	 2.90391E+01
 3.02623E+03	 3.64531E+01
 3.02874E+03	 2.39854E+01
 3.03124E+03	 2.64844E+00
 3.03374E+03	 2.45605E+00
 3.03625E+03	 1.41729E+01
 3.03875E+03	 5.31543E+00
 3.04124E+03	-6.64941E+00
 3.04374E+03	-3.82715E+01
 3.04624E+03	-2.98555E+01
 3.04873E+03	 2.30879E+01
 3.05122E+03	-9.67578E+00
 3.05371E+03	-5.44824E+01
 3.05620E+03	-2.95605E+00
 3.05869E+03	 4.66563E+01
 3.06118E+03	 4.60459E+01
 3.06367E+03	 4.39092E+01
 3.06615E+03	 1.91133E+01
 3.06863E+03	-1.23320E+01
 3.07111E+03	-1.14180E+01
 3.07359E+03	-1.28857E+01
 3.07607E+03	-3.22266E+00
 3.07855E+03	 7.58496E+00
 3.08103E+03	 1.10518E+01
 3.08350E+03	-5.56641E-02
 3.08598E+03	-2.25811E+01
 3.08845E+03	-7.52344E+00
 3.09092E+03	 2.36934E+01
 3.09339E+03	 4.65859E+01
 3.09586E+03	 1.88213E+01
 3.09832E+03	-3.87861E+01
 3.10079E+03	-5.85400E+01
