X-Axis	NPA w/ HMB-1 pos2 E30 (CRR) (SG) (Sub BG)
 2.42473E+03	-3.32227E+00
 2.42758E+03	 1.41475E+01
 2.43043E+03	 6.13574E+01
 2.43328E+03	 3.16035E+01
 2.43613E+03	 8.20410E+00
 2.43897E+03	-2.48652E+01
 2.44181E+03	 1.39854E+01
 2.44465E+03	 8.24746E+01
 2.44749E+03	 5.33945E+01
 2.45033E+03	 4.25195E+01
 2.45316E+03	 2.83203E-01
 2.45600E+03	-1.83662E+01
 2.45883E+03	 3.45781E+01
 2.46166E+03	 8.77344E+00
 2.46449E+03	-3.18496E+01
 2.46732E+03	-7.74541E+01
 2.47014E+03	-5.14092E+01
 2.47296E+03	 8.80762E+00
 2.47579E+03	 5.87715E+01
 2.47861E+03	 8.42588E+01
 2.48143E+03	 1.40186E+01
 2.48424E+03	-3.74697E+01
 2.48706E+03	-3.77949E+01
 2.48987E+03	 1.04980E+01
 2.49268E+03	 6.58027E+01
 2.49549E+03	 7.29307E+01
 2.49830E+03	 8.29531E+01
 2.50111E+03	-7.81152E+00
 2.50392E+03	-7.04395E+01
 2.50672E+03	-5.78115E+01
 2.50952E+03	-5.02168E+01
 2.51232E+03	 2.26631E+01
 2.51512E+03	 1.24236E+02
 2.51792E+03	 2.71292E+02
 2.52072E+03	 3.42336E+02
 2.52351E+03	 2.31344E+02
 2.52630E+03	 7.57168E+01
 2.52909E+03	-1.00601E+02
 2.53188E+03	-1.53165E+02
 2.53467E+03	-8.35127E+01
 2.53746E+03	 6.52871E+01
 2.54024E+03	 1.44636E+02
 2.54302E+03	 1.37699E+02
 2.54580E+03	 1.37313E+02
 2.54858E+03	 1.33183E+02
 2.55136E+03	 9.32813E+01
 2.55414E+03	 4.37510E+01
 2.55691E+03	-4.74258E+01
 2.55968E+03	-6.46826E+01
 2.56246E+03	-5.94590E+01
 2.56523E+03	-1.91777E+01
 2.56799E+03	-5.23926E+00
 2.57076E+03	-4.10957E+01
 2.57353E+03	-3.00781E+00
 2.57629E+03	 5.78613E+01
 2.57905E+03	 1.06271E+02
 2.58181E+03	 1.22412E+02
 2.58457E+03	 7.31777E+01
 2.58733E+03	-5.58789E+00
 2.59008E+03	-7.91543E+01
 2.59283E+03	-7.82275E+01
 2.59559E+03	-5.85645E+00
 2.59834E+03	-1.07344E+01
 2.60109E+03	 2.70947E+01
 2.60383E+03	 6.85664E+01
 2.60658E+03	 6.10000E+01
 2.60932E+03	 4.74199E+01
 2.61207E+03	 2.21201E+01
 2.61481E+03	-1.71338E+01
 2.61755E+03	-8.00840E+01
 2.62028E+03	-2.63379E+01
 2.62302E+03	 6.13389E+01
 2.62575E+03	 6.25947E+01
 2.62849E+03	 4.51465E+00
 2.63122E+03	-3.54219E+01
 2.63395E+03	-5.36563E+01
 2.63668E+03	-1.56602E+01
 2.63940E+03	 4.38643E+01
 2.64213E+03	 8.03594E+01
 2.64485E+03	-2.70010E+01
 2.64757E+03	-6.75605E+01
 2.65029E+03	-2.57891E+01
 2.65301E+03	 7.35645E+00
 2.65573E+03	 5.43037E+01
 2.65845E+03	 7.42109E+01
 2.66116E+03	-4.89551E+00
 2.66387E+03	-1.92966E+02
 2.66658E+03	-6.10498E+01
 2.66929E+03	 1.81507E+02
 2.67200E+03	 3.80156E+02
 2.67471E+03	 4.67708E+02
 2.67741E+03	 4.23010E+02
 2.68012E+03	 2.05075E+02
 2.68282E+03	-1.74199E+01
 2.68552E+03	-5.39541E+01
 2.68822E+03	 6.82510E+01
 2.69091E+03	 2.20352E+01
 2.69361E+03	 4.38672E+01
 2.69630E+03	-2.46582E+00
 2.69899E+03	-3.20361E+01
 2.70168E+03	-1.99023E+01
 2.70437E+03	-3.71123E+01
 2.70706E+03	-2.96387E+00
 2.70975E+03	 4.52002E+01
 2.71243E+03	 6.94629E+01
 2.71511E+03	 7.84238E+01
 2.71780E+03	 7.16895E+01
 2.72048E+03	 6.36133E+01
 2.72315E+03	 3.32031E+00
 2.72583E+03	-2.85146E+01
 2.72851E+03	-3.04004E+00
 2.73118E+03	-1.36221E+01
 2.73385E+03	-1.95957E+01
 2.73652E+03	-2.48193E+01
 2.73919E+03	-2.35254E+01
 2.74186E+03	-2.38350E+01
 2.74453E+03	 1.62471E+01
 2.74719E+03	 6.55049E+01
 2.74985E+03	 8.07168E+01
 2.75251E+03	 6.51348E+01
 2.75517E+03	 7.56240E+01
 2.75783E+03	 3.62979E+01
 2.76049E+03	 2.92324E+01
 2.76315E+03	 3.06182E+01
 2.76580E+03	 2.18945E+01
 2.76845E+03	-1.59961E+00
 2.77110E+03	-9.43359E+00
 2.77375E+03	-1.61650E+01
 2.77640E+03	-3.24180E+01
 2.77905E+03	-1.82793E+01
 2.78169E+03	 1.73887E+01
 2.78433E+03	 1.18896E+01
 2.78698E+03	 3.13379E+00
 2.78962E+03	 4.11641E+01
 2.79226E+03	 2.52197E+01
 2.79489E+03	 3.07520E+00
 2.79753E+03	-2.02734E+01
 2.80016E+03	 1.32314E+01
 2.80280E+03	 6.43359E+00
 2.80543E+03	 1.10352E+00
 2.80806E+03	-2.26826E+01
 2.81068E+03	-2.03564E+01
 2.81331E+03	-3.67490E+01
 2.81594E+03	 3.32813E+00
 2.81856E+03	 9.92969E+00
 2.82118E+03	 1.43086E+01
 2.82380E+03	 9.23633E+00
 2.82642E+03	 1.87832E+01
 2.82904E+03	 2.20010E+01
 2.83166E+03	 1.80303E+01
 2.83427E+03	-1.71455E+01
 2.83689E+03	-4.94443E+01
 2.83950E+03	-5.11777E+01
 2.84211E+03	-3.45420E+01
 2.84472E+03	-2.10225E+01
 2.84732E+03	-1.10869E+01
 2.84993E+03	 6.25586E+00
 2.85253E+03	 3.33076E+01
 2.85514E+03	 6.54082E+01
 2.85774E+03	 1.00694E+02
 2.86034E+03	 8.62256E+01
 2.86294E+03	 4.46475E+01
 2.86553E+03	 3.33203E+00
 2.86813E+03	-1.85537E+01
 2.87072E+03	-5.62998E+01
 2.87332E+03	-2.64580E+01
 2.87591E+03	 2.24238E+01
 2.87850E+03	 5.74111E+01
 2.88109E+03	 7.76650E+01
 2.88367E+03	 7.08418E+01
 2.88626E+03	 2.29785E+01
 2.88884E+03	-1.75693E+01
 2.89142E+03	-4.38008E+01
 2.89401E+03	-6.54590E+00
 2.89659E+03	-6.05859E+00
 2.89916E+03	-2.27031E+01
 2.90174E+03	-2.20840E+01
 2.90432E+03	-1.26797E+01
 2.90689E+03	 3.91797E+01
 2.90946E+03	 6.67461E+01
 2.91203E+03	 7.30889E+01
 2.91460E+03	 3.58945E+01
 2.91717E+03	-1.45605E+00
 2.91974E+03	-4.84141E+01
 2.92230E+03	-2.78877E+01
 2.92486E+03	-1.14736E+01
 2.92743E+03	-2.62891E+00
 2.92999E+03	 2.35254E+00
 2.93255E+03	 3.15029E+01
 2.93510E+03	 6.14590E+01
 2.93766E+03	 4.08330E+01
 2.94021E+03	 1.02480E+01
 2.94277E+03	 1.78652E+01
 2.94532E+03	-1.81123E+01
 2.94787E+03	-2.80615E+01
 2.95042E+03	-1.38193E+01
 2.95297E+03	-5.12109E+00
 2.95551E+03	 3.28320E+00
 2.95806E+03	-1.47227E+01
 2.96060E+03	 1.20146E+01
 2.96314E+03	-8.62500E+00
 2.96568E+03	-2.30693E+01
 2.96822E+03	-7.84375E+00
 2.97076E+03	 2.10811E+01
 2.97330E+03	 4.19092E+01
 2.97583E+03	 2.88984E+01
 2.97837E+03	-1.20898E+00
 2.98090E+03	 1.23555E+01
 2.98343E+03	 2.27539E+00
 2.98596E+03	-1.61230E+00
 2.98849E+03	-7.29590E+00
 2.99101E+03	-1.52617E+01
 2.99354E+03	-5.19131E+01
 2.99606E+03	-6.37617E+01
 2.99858E+03	-7.12109E+00
 3.00110E+03	 5.25068E+01
 3.00362E+03	 7.20313E+01
 3.00614E+03	 7.47139E+01
 3.00866E+03	 3.42813E+01
 3.01117E+03	-2.10098E+01
 3.01369E+03	-3.42871E+01
 3.01620E+03	-3.56924E+01
 3.01871E+03	-2.25977E+00
 3.02122E+03	 3.35498E+01
 3.02373E+03	 3.93574E+01
 3.02623E+03	-1.00625E+01
 3.02874E+03	-2.11865E+01
 3.03124E+03	-1.95928E+01
 3.03374E+03	-1.46025E+01
 3.03625E+03	 1.40137E+00
 3.03875E+03	 1.49678E+01
 3.04124E+03	-1.91982E+01
 3.04374E+03	-4.65420E+01
 3.04624E+03	-4.75400E+01
 3.04873E+03	-2.27422E+01
 3.05122E+03	-1.32656E+01
 3.05371E+03	 1.36094E+01
 3.05620E+03	 1.99932E+01
 3.05869E+03	 2.26328E+01
 3.06118E+03	 5.54922E+01
 3.06367E+03	 6.39775E+01
 3.06615E+03	 5.61699E+01
 3.06863E+03	 5.63066E+01
 3.07111E+03	 3.36563E+01
 3.07359E+03	-1.04668E+01
 3.07607E+03	-2.71367E+01
 3.07855E+03	-3.73926E+01
 3.08103E+03	-1.30762E+01
 3.08350E+03	 2.30664E+01
 3.08598E+03	 4.70029E+01
 3.08845E+03	 3.47451E+01
 3.09092E+03	 4.75684E+00
 3.09339E+03	-1.76064E+01
 3.09586E+03	-3.17422E+01
 3.09832E+03	-4.96826E+01
 3.10079E+03	-3.77119E+01
