X-Axis	NPA w/ HMB-1 (CRR) (SG) (Sub BG)
 2.42473E+03	-1.45898E+00
 2.42758E+03	-2.05078E-01
 2.43043E+03	 9.81445E-02
 2.43328E+03	 1.16650E+00
 2.43613E+03	 2.39941E+00
 2.43897E+03	 2.05713E+00
 2.44181E+03	 3.14453E-01
 2.44465E+03	 5.73730E-01
 2.44749E+03	-6.14258E-01
 2.45033E+03	-4.19922E-01
 2.45316E+03	-1.94385E+00
 2.45600E+03	-1.45605E+00
 2.45883E+03	-3.38379E-01
 2.46166E+03	-7.34375E-01
 2.46449E+03	 8.76465E-01
 2.46732E+03	 6.95313E-01
 2.47014E+03	 1.04346E+00
 2.47296E+03	 1.02930E+00
 2.47579E+03	 3.32520E-01
 2.47861E+03	 9.65820E-01
 2.48143E+03	-5.00000E-01
 2.48424E+03	-2.13818E+00
 2.48706E+03	-5.60547E-01
 2.48987E+03	-6.25488E-01
 2.49268E+03	 2.04980E+00
 2.49549E+03	 2.02393E+00
 2.49830E+03	 2.17529E+00
 2.50111E+03	 1.89258E+00
 2.50392E+03	 6.93848E-01
 2.50672E+03	 2.93945E-01
 2.50952E+03	 6.63574E-01
 2.51232E+03	 1.94336E+00
 2.51512E+03	 5.46973E+00
 2.51792E+03	 8.95361E+00
 2.52072E+03	 1.21597E+01
 2.52351E+03	 9.58472E+00
 2.52630E+03	 2.59448E+00
 2.52909E+03	-3.26953E+00
 2.53188E+03	-5.16821E+00
 2.53467E+03	-3.22461E+00
 2.53746E+03	 2.25708E+00
 2.54024E+03	 7.14478E+00
 2.54302E+03	 6.22681E+00
 2.54580E+03	 3.85669E+00
 2.54858E+03	 3.01196E+00
 2.55136E+03	 2.73560E+00
 2.55414E+03	 2.25342E+00
 2.55691E+03	 2.49146E+00
 2.55968E+03	 1.05981E+00
 2.56246E+03	-1.08105E+00
 2.56523E+03	-3.46362E+00
 2.56799E+03	-1.63013E+00
 2.57076E+03	 4.67041E-01
 2.57353E+03	 3.82861E+00
 2.57629E+03	 6.34375E+00
 2.57905E+03	 5.49341E+00
 2.58181E+03	 2.62524E+00
 2.58457E+03	-4.69971E-01
 2.58733E+03	-1.39502E+00
 2.59008E+03	-1.36816E+00
 2.59283E+03	-9.10156E-01
 2.59559E+03	 8.32031E-01
 2.59834E+03	 1.62402E+00
 2.60109E+03	 2.49170E+00
 2.60383E+03	 4.52173E+00
 2.60658E+03	 4.37109E+00
 2.60932E+03	 5.55737E+00
 2.61207E+03	 4.67920E+00
 2.61481E+03	 2.92822E+00
 2.61755E+03	 3.00049E-01
 2.62028E+03	 3.35693E-01
 2.62302E+03	 1.22119E+00
 2.62575E+03	 1.85791E-01
 2.62849E+03	-1.46558E+00
 2.63122E+03	-2.68018E+00
 2.63395E+03	-1.76538E+00
 2.63668E+03	 5.66650E-01
 2.63940E+03	 4.93604E+00
 2.64213E+03	 6.43237E+00
 2.64485E+03	 2.60718E+00
 2.64757E+03	-1.52856E+00
 2.65029E+03	-2.60962E+00
 2.65301E+03	-2.64819E+00
 2.65573E+03	-5.08301E-01
 2.65845E+03	 1.53174E+00
 2.66116E+03	 2.90625E+00
 2.66387E+03	 2.26587E+00
 2.66658E+03	 3.88428E-01
 2.66929E+03	-3.35938E-01
 2.67200E+03	-1.68457E+00
 2.67471E+03	-6.77246E-01
 2.67741E+03	 7.35107E-01
 2.68012E+03	 2.50977E-01
 2.68282E+03	-1.98169E+00
 2.68552E+03	-2.31567E+00
 2.68822E+03	-1.82324E+00
 2.69091E+03	-2.78076E-01
 2.69361E+03	 2.04565E+00
 2.69630E+03	 1.24707E+00
 2.69899E+03	-1.50342E+00
 2.70168E+03	-2.35229E+00
 2.70437E+03	-2.98145E+00
 2.70706E+03	 7.94434E-01
 2.70975E+03	 2.87793E+00
 2.71243E+03	 4.76758E+00
 2.71511E+03	 4.67432E+00
 2.71780E+03	 2.68042E+00
 2.72048E+03	 2.62329E+00
 2.72315E+03	-9.12109E-01
 2.72583E+03	-1.96826E+00
 2.72851E+03	-1.62256E+00
 2.73118E+03	-7.68311E-01
 2.73385E+03	 4.23340E-01
 2.73652E+03	 1.46411E+00
 2.73919E+03	 2.28027E-01
 2.74186E+03	 4.57764E-01
 2.74453E+03	-1.83643E+00
 2.74719E+03	-1.00928E+00
 2.74985E+03	-2.21680E-01
 2.75251E+03	 7.29980E-01
 2.75517E+03	 6.92871E-01
 2.75783E+03	 1.16699E+00
 2.76049E+03	 7.86377E-01
 2.76315E+03	 2.49243E+00
 2.76580E+03	 1.39771E+00
 2.76845E+03	 1.59180E+00
 2.77110E+03	-1.83105E-02
 2.77375E+03	-3.38184E+00
 2.77640E+03	-4.02588E+00
 2.77905E+03	-2.86304E+00
 2.78169E+03	-5.10254E-02
 2.78433E+03	 3.20313E+00
 2.78698E+03	 4.32471E+00
 2.78962E+03	 3.17456E+00
 2.79226E+03	-5.68359E-01
 2.79489E+03	-3.33398E+00
 2.79753E+03	-2.13281E+00
 2.80016E+03	-1.44043E-01
 2.80280E+03	 2.64160E+00
 2.80543E+03	 3.11475E+00
 2.80806E+03	 5.10254E-02
 2.81068E+03	-2.56348E+00
 2.81331E+03	-1.94263E+00
 2.81594E+03	 1.70264E+00
 2.81856E+03	 3.82251E+00
 2.82118E+03	 4.64819E+00
 2.82380E+03	 2.96680E+00
 2.82642E+03	-3.35938E-01
 2.82904E+03	-1.65576E+00
 2.83166E+03	-1.77808E+00
 2.83427E+03	-1.70874E+00
 2.83689E+03	-1.79224E+00
 2.83950E+03	-1.86060E+00
 2.84211E+03	 4.77783E-01
 2.84472E+03	 2.92432E+00
 2.84732E+03	 5.46655E+00
 2.84993E+03	 5.90186E+00
 2.85253E+03	 3.83789E+00
 2.85514E+03	 3.01440E+00
 2.85774E+03	 4.85107E-01
 2.86034E+03	-6.68701E-01
 2.86294E+03	-5.73486E-01
 2.86553E+03	-1.13281E+00
 2.86813E+03	-1.62964E+00
 2.87072E+03	-7.82715E-01
 2.87332E+03	 6.02783E-01
 2.87591E+03	 2.23145E+00
 2.87850E+03	 2.02368E+00
 2.88109E+03	 1.29102E+00
 2.88367E+03	-4.78516E-01
 2.88626E+03	-1.73560E+00
 2.88884E+03	-1.59937E+00
 2.89142E+03	-4.73633E-01
 2.89401E+03	-5.82031E-01
 2.89659E+03	-1.31982E+00
 2.89916E+03	-2.18457E+00
 2.90174E+03	-2.86768E+00
 2.90432E+03	 2.12402E-01
 2.90689E+03	 2.83203E+00
 2.90946E+03	 4.38623E+00
 2.91203E+03	 4.65137E+00
 2.91460E+03	 4.01147E+00
 2.91717E+03	 3.29053E+00
 2.91974E+03	 3.08203E+00
 2.92230E+03	 1.40381E-01
 2.92486E+03	-1.07764E+00
 2.92743E+03	-2.43359E+00
 2.92999E+03	-2.38623E+00
 2.93255E+03	 6.45020E-01
 2.93510E+03	 2.88989E+00
 2.93766E+03	 5.63477E+00
 2.94021E+03	 4.28735E+00
 2.94277E+03	 1.94897E+00
 2.94532E+03	 2.08594E+00
 2.94787E+03	 5.10498E-01
 2.95042E+03	 2.00439E-01
 2.95297E+03	-1.63330E-01
 2.95551E+03	-1.40259E+00
 2.95806E+03	-1.56543E+00
 2.96060E+03	-2.00342E+00
 2.96314E+03	 5.12207E-01
 2.96568E+03	 1.25122E+00
 2.96822E+03	 2.71216E+00
 2.97076E+03	 3.85889E+00
 2.97330E+03	 4.14185E+00
 2.97583E+03	 4.12036E+00
 2.97837E+03	 3.17090E+00
 2.98090E+03	 1.89380E+00
 2.98343E+03	-4.00146E-01
 2.98596E+03	-3.22510E-01
 2.98849E+03	 1.34766E-01
 2.99101E+03	-5.15137E-01
 2.99354E+03	-1.22290E+00
 2.99606E+03	-7.01660E-01
 2.99858E+03	-5.27344E-02
 3.00110E+03	-5.11963E-01
 3.00362E+03	-8.15186E-01
 3.00614E+03	 2.02075E+00
 3.00866E+03	 1.73218E+00
 3.01117E+03	 3.33496E-01
 3.01369E+03	 1.25488E-01
 3.01620E+03	-3.25928E-01
 3.01871E+03	-5.68604E-01
 3.02122E+03	-4.16260E-01
 3.02373E+03	 1.37939E+00
 3.02623E+03	 2.04761E+00
 3.02874E+03	 8.92822E-01
 3.03124E+03	 5.34424E-01
 3.03374E+03	 1.18896E+00
 3.03625E+03	-5.83496E-02
 3.03875E+03	-1.74829E+00
 3.04124E+03	-3.61450E+00
 3.04374E+03	-2.75928E+00
 3.04624E+03	-1.97754E+00
 3.04873E+03	-1.65771E-01
 3.05122E+03	 6.85303E-01
 3.05371E+03	 2.29150E+00
 3.05620E+03	 7.48047E-01
 3.05869E+03	 3.44971E-01
 3.06118E+03	 1.09888E+00
 3.06367E+03	 9.61182E-01
 3.06615E+03	 1.41772E+00
 3.06863E+03	-1.26465E-01
 3.07111E+03	-7.25098E-02
 3.07359E+03	-1.89453E-01
 3.07607E+03	 8.10059E-01
 3.07855E+03	 2.22144E+00
 3.08103E+03	 1.65698E+00
 3.08350E+03	-7.27051E-01
 3.08598E+03	-3.14160E+00
 3.08845E+03	-3.78101E+00
 3.09092E+03	-1.23120E+00
 3.09339E+03	 4.76318E-01
 3.09586E+03	 2.23364E+00
 3.09832E+03	 5.01465E-01
 3.10079E+03	-1.16870E+00
