X-Axis	bare NPA 10x (CRR) (SG) (Sub BG)
 2.41046E+03	-2.05811E-01
 2.41332E+03	 1.01831E+00
 2.41617E+03	 1.20117E+00
 2.41903E+03	 2.06421E+00
 2.42188E+03	 4.28955E-01
 2.42473E+03	-1.05322E+00
 2.42758E+03	-6.05713E-01
 2.43043E+03	-1.90845E+00
 2.43328E+03	-2.62500E+00
 2.43613E+03	-1.31592E+00
 2.43897E+03	 1.20825E+00
 2.44181E+03	 2.56665E+00
 2.44465E+03	 1.05664E+00
 2.44749E+03	 1.18677E+00
 2.45033E+03	 1.04736E-01
 2.45316E+03	-1.93774E+00
 2.45600E+03	-9.27490E-01
 2.45883E+03	 1.88721E-01
 2.46166E+03	-4.69482E-01
 2.46449E+03	-1.49976E+00
 2.46732E+03	-8.81104E-01
 2.47014E+03	 6.40381E-01
 2.47296E+03	 2.01050E+00
 2.47579E+03	 1.96655E+00
 2.47861E+03	 5.61523E-01
 2.48143E+03	-1.41064E+00
 2.48424E+03	 4.29199E-01
 2.48706E+03	 1.30884E+00
 2.48987E+03	 2.77344E-01
 2.49268E+03	-1.52197E+00
 2.49549E+03	-4.52612E+00
 2.49830E+03	-4.64014E+00
 2.50111E+03	-1.11914E+00
 2.50392E+03	 2.07642E+00
 2.50672E+03	 3.15527E+00
 2.50952E+03	 9.43604E-01
 2.51232E+03	-1.82056E+00
 2.51512E+03	-1.05103E+00
 2.51792E+03	 3.58228E+00
 2.52072E+03	 5.78345E+00
 2.52351E+03	 3.79663E+00
 2.52630E+03	-4.95850E-01
 2.52909E+03	-2.17383E+00
 2.53188E+03	-3.64136E+00
 2.53467E+03	-1.93384E+00
 2.53746E+03	 1.87573E+00
 2.54024E+03	 3.72485E+00
 2.54302E+03	 1.26880E+00
 2.54580E+03	 1.20605E+00
 2.54858E+03	 9.20410E-02
 2.55136E+03	-5.43701E-01
 2.55414E+03	-3.08594E+00
 2.55691E+03	-2.42603E+00
 2.55968E+03	-1.97656E+00
 2.56246E+03	-5.02686E-01
 2.56523E+03	 6.78711E-01
 2.56799E+03	 3.41577E+00
 2.57076E+03	 1.37622E+00
 2.57353E+03	-4.44336E-01
 2.57629E+03	-1.78149E+00
 2.57905E+03	-2.43335E+00
 2.58181E+03	-4.42627E-01
 2.58457E+03	 1.53784E+00
 2.58733E+03	 1.29346E+00
 2.59008E+03	-9.08203E-01
 2.59283E+03	-2.53247E+00
 2.59559E+03	-1.56689E+00
 2.59834E+03	-2.94849E+00
 2.60109E+03	-1.10620E+00
 2.60383E+03	 2.26855E+00
 2.60658E+03	 2.14185E+00
 2.60932E+03	 2.60376E+00
 2.61207E+03	 1.24707E+00
 2.61481E+03	 9.35547E-01
 2.61755E+03	-1.52661E+00
 2.62028E+03	-5.48096E-01
 2.62302E+03	 2.13306E+00
 2.62575E+03	 1.31104E+00
 2.62849E+03	 6.99707E-01
 2.63122E+03	-6.72852E-01
 2.63395E+03	-2.04688E+00
 2.63668E+03	-9.95117E-01
 2.63940E+03	-1.37354E+00
 2.64213E+03	-1.57959E-01
 2.64485E+03	 1.95313E-02
 2.64757E+03	 1.31494E+00
 2.65029E+03	 9.95361E-01
 2.65301E+03	 3.64014E-01
 2.65573E+03	 7.85400E-01
 2.65845E+03	 2.89551E-01
 2.66116E+03	 1.79443E-01
 2.66387E+03	 1.32422E+00
 2.66658E+03	-2.01660E-01
 2.66929E+03	-2.11646E+00
 2.67200E+03	-2.74243E+00
 2.67471E+03	-1.61572E+00
 2.67741E+03	-8.34961E-01
 2.68012E+03	-1.68457E-02
 2.68282E+03	 1.76025E-01
 2.68552E+03	-5.84717E-01
 2.68822E+03	-3.49121E-01
 2.69091E+03	 1.85962E+00
 2.69361E+03	 2.65894E+00
 2.69630E+03	 1.02295E+00
 2.69899E+03	-4.43604E-01
 2.70168E+03	 1.51611E-01
 2.70437E+03	-6.51855E-01
 2.70706E+03	 8.56201E-01
 2.70975E+03	 2.08740E-01
 2.71243E+03	-1.09961E+00
 2.71511E+03	-3.01416E+00
 2.71780E+03	-2.66992E+00
 2.72048E+03	 7.79297E-01
 2.72315E+03	 2.22339E+00
 2.72583E+03	 1.76709E+00
 2.72851E+03	 2.42139E+00
 2.73118E+03	-6.70166E-01
 2.73385E+03	-1.53906E+00
 2.73652E+03	-1.85596E+00
 2.73919E+03	-1.23926E+00
 2.74186E+03	-1.39404E-01
 2.74453E+03	-5.22705E-01
 2.74719E+03	 3.32764E-01
 2.74985E+03	 1.17432E-01
 2.75251E+03	 4.88281E-01
 2.75517E+03	 6.05713E-01
 2.75783E+03	 4.68506E-01
 2.76049E+03	-2.58789E-01
 2.76315E+03	 9.28955E-01
 2.76580E+03	 1.07568E+00
 2.76845E+03	 1.34424E+00
 2.77110E+03	-1.00342E-01
 2.77375E+03	-5.52490E-01
 2.77640E+03	-2.21484E+00
 2.77905E+03	-1.45532E+00
 2.78169E+03	-1.02124E+00
 2.78433E+03	 5.74707E-01
 2.78698E+03	 1.12061E+00
 2.78962E+03	 1.88208E+00
 2.79226E+03	 1.64966E+00
 2.79489E+03	 1.60010E+00
 2.79753E+03	 1.14404E+00
 2.80016E+03	 3.00049E-01
 2.80280E+03	-9.62646E-01
 2.80543E+03	-9.84375E-01
 2.80806E+03	-1.53662E+00
 2.81068E+03	-2.45972E+00
 2.81331E+03	-1.26196E+00
 2.81594E+03	 3.89648E-01
 2.81856E+03	-4.06250E-01
 2.82118E+03	-3.03955E-01
 2.82380E+03	 2.00708E+00
 2.82642E+03	 2.73779E+00
 2.82904E+03	 2.90308E+00
 2.83166E+03	 2.33325E+00
 2.83427E+03	 7.74170E-01
 2.83689E+03	-2.72461E-01
 2.83950E+03	-1.16162E+00
 2.84211E+03	-5.12695E-03
 2.84472E+03	-1.30005E+00
 2.84732E+03	-1.10132E+00
 2.84993E+03	 1.31909E+00
 2.85253E+03	 1.02002E+00
 2.85514E+03	 1.02417E+00
 2.85774E+03	 8.16650E-01
 2.86034E+03	-4.90967E-01
 2.86294E+03	 3.49854E-01
 2.86553E+03	-6.43066E-01
 2.86813E+03	-4.14551E-01
 2.87072E+03	-4.05273E-01
 2.87332E+03	-6.42822E-01
 2.87591E+03	 7.82227E-01
 2.87850E+03	 9.22607E-01
 2.88109E+03	 5.54199E-02
 2.88367E+03	-1.65356E+00
 2.88626E+03	-2.03809E+00
 2.88884E+03	-1.72437E+00
 2.89142E+03	-8.24951E-01
 2.89401E+03	-1.11084E+00
 2.89659E+03	-1.46899E+00
 2.89916E+03	-1.86914E+00
 2.90174E+03	-1.23242E+00
 2.90432E+03	 7.15332E-01
 2.90689E+03	 1.21753E+00
 2.90946E+03	 1.25586E+00
 2.91203E+03	 8.39844E-02
 2.91460E+03	-1.19824E+00
 2.91717E+03	-1.11353E+00
 2.91974E+03	-3.52295E-01
 2.92230E+03	 1.44873E+00
 2.92486E+03	 2.81592E+00
 2.92743E+03	 2.21777E+00
 2.92999E+03	 1.97095E+00
 2.93255E+03	 7.97852E-01
 2.93510E+03	 4.40674E-01
 2.93766E+03	 9.15527E-02
 2.94021E+03	-1.79175E+00
 2.94277E+03	-6.00586E-01
 2.94532E+03	 1.29150E-01
 2.94787E+03	 6.56982E-01
 2.95042E+03	 2.03979E+00
 2.95297E+03	 1.08325E+00
 2.95551E+03	 1.79199E-01
 2.95806E+03	-8.52539E-01
 2.96060E+03	-2.13794E+00
 2.96314E+03	 7.69043E-02
 2.96568E+03	-5.07568E-01
 2.96822E+03	-7.42188E-02
 2.97076E+03	 1.22241E+00
 2.97330E+03	 4.35547E-01
 2.97583E+03	 6.46729E-01
 2.97837E+03	 3.02979E-01
 2.98090E+03	-3.21777E-01
 2.98343E+03	-2.77100E-01
 2.98596E+03	 1.32324E-01
 2.98849E+03	 1.41650E+00
 2.99101E+03	 8.34229E-01
 2.99354E+03	-1.24463E+00
 2.99606E+03	-3.17383E+00
 2.99858E+03	-3.22510E+00
 3.00110E+03	-1.74316E+00
 3.00362E+03	-5.35889E-01
 3.00614E+03	 6.90918E-02
 3.00866E+03	-7.18262E-01
 3.01117E+03	-1.85840E+00
 3.01369E+03	 1.58203E-01
 3.01620E+03	 2.46631E+00
 3.01871E+03	 4.64600E+00
 3.02122E+03	 2.76196E+00
 3.02373E+03	 7.05566E-01
 3.02623E+03	 2.09717E-01
 3.02874E+03	-1.30518E+00
 3.03124E+03	 3.65967E-01
 3.03374E+03	 1.74292E+00
 3.03625E+03	-1.29321E+00
 3.03875E+03	-2.56226E+00
 3.04124E+03	-3.07861E+00
 3.04374E+03	-1.47461E+00
 3.04624E+03	 3.05176E-01
 3.04873E+03	 8.10547E-01
 3.05122E+03	 1.96558E+00
 3.05371E+03	-3.75977E-02
 3.05620E+03	-1.75049E+00
 3.05869E+03	 3.10059E-01
 3.06118E+03	 1.49854E+00
 3.06367E+03	 1.85181E+00
 3.06615E+03	 9.49951E-01
 3.06863E+03	-2.33887E-01
 3.07111E+03	-6.49414E-01
 3.07359E+03	-1.16846E+00
 3.07607E+03	-1.20117E+00
 3.07855E+03	-1.14673E+00
 3.08103E+03	-1.77979E+00
 3.08350E+03	-1.37695E+00
 3.08598E+03	 4.74854E-01
 3.08845E+03	 1.52222E+00
 3.09092E+03	 2.37891E+00
 3.09339E+03	 2.15088E+00
 3.09586E+03	 4.90723E-02
 3.09832E+03	-9.16992E-01
 3.10079E+03	-1.40210E+00
