X-Axis	NPA w/ oil 10x (CRR) (SG) (Sub BG)
 2.41903E+03	-2.28125E+00
 2.42188E+03	-9.31641E-01
 2.42473E+03	-9.01123E-01
 2.42758E+03	-4.28223E-01
 2.43043E+03	 3.84155E+00
 2.43328E+03	 2.43262E+00
 2.43613E+03	 5.78857E-01
 2.43897E+03	 7.36328E-01
 2.44181E+03	 2.84668E-01
 2.44465E+03	 3.21118E+00
 2.44749E+03	 4.20239E+00
 2.45033E+03	 3.62207E+00
 2.45316E+03	 8.65723E-01
 2.45600E+03	-6.26221E-01
 2.45883E+03	 2.25342E-01
 2.46166E+03	 7.04834E-01
 2.46449E+03	 8.11768E-01
 2.46732E+03	 9.57031E-01
 2.47014E+03	-2.51221E-01
 2.47296E+03	-8.49609E-01
 2.47579E+03	 1.95630E+00
 2.47861E+03	 7.09717E-01
 2.48143E+03	-1.52808E+00
 2.48424E+03	-1.56201E+00
 2.48706E+03	 9.71680E-01
 2.48987E+03	 2.27881E+00
 2.49268E+03	 2.55835E+00
 2.49549E+03	 3.27148E+00
 2.49830E+03	 2.21411E+00
 2.50111E+03	-9.38232E-01
 2.50392E+03	-1.42529E+00
 2.50672E+03	-2.19336E+00
 2.50952E+03	-2.51660E+00
 2.51232E+03	-2.85327E+00
 2.51512E+03	 2.91016E-01
 2.51792E+03	 3.67871E+00
 2.52072E+03	 3.94800E+00
 2.52351E+03	 1.91772E+00
 2.52630E+03	-1.52466E+00
 2.52909E+03	-3.16309E+00
 2.53188E+03	-4.02979E+00
 2.53467E+03	-2.80640E+00
 2.53746E+03	 2.44385E-01
 2.54024E+03	 1.98511E+00
 2.54302E+03	 1.73877E+00
 2.54580E+03	 2.41235E+00
 2.54858E+03	 2.16577E+00
 2.55136E+03	 2.69629E+00
 2.55414E+03	 3.53271E-01
 2.55691E+03	-1.97046E+00
 2.55968E+03	-1.40479E+00
 2.56246E+03	-1.79590E+00
 2.56523E+03	-3.70605E-01
 2.56799E+03	 6.77734E-01
 2.57076E+03	-6.63330E-01
 2.57353E+03	-1.01831E+00
 2.57629E+03	-1.74829E+00
 2.57905E+03	-2.83691E-01
 2.58181E+03	 3.58643E+00
 2.58457E+03	 5.96777E+00
 2.58733E+03	 6.98145E+00
 2.59008E+03	 1.76587E+00
 2.59283E+03	-2.38037E+00
 2.59559E+03	-4.30054E+00
 2.59834E+03	-3.92529E+00
 2.60109E+03	-7.32422E-01
 2.60383E+03	 2.90918E+00
 2.60658E+03	 5.58887E+00
 2.60932E+03	 4.45142E+00
 2.61207E+03	 4.48242E-01
 2.61481E+03	-2.25586E+00
 2.61755E+03	-4.33740E+00
 2.62028E+03	-1.30469E+00
 2.62302E+03	 2.48364E+00
 2.62575E+03	 4.19922E+00
 2.62849E+03	 1.50073E+00
 2.63122E+03	-2.94556E+00
 2.63395E+03	-3.59155E+00
 2.63668E+03	 3.38135E-01
 2.63940E+03	 2.76221E+00
 2.64213E+03	 4.35986E+00
 2.64485E+03	 4.34082E-01
 2.64757E+03	-3.49805E+00
 2.65029E+03	-5.14282E+00
 2.65301E+03	-1.72095E+00
 2.65573E+03	 1.87915E+00
 2.65845E+03	 5.20508E+00
 2.66116E+03	 3.93457E+00
 2.66387E+03	 1.92944E+00
 2.66658E+03	-1.31738E+00
 2.66929E+03	-2.45410E+00
 2.67200E+03	-9.40430E-01
 2.67471E+03	-3.75244E-01
 2.67741E+03	 7.45605E-01
 2.68012E+03	 5.71045E-01
 2.68282E+03	-7.90283E-01
 2.68552E+03	 8.76709E-01
 2.68822E+03	 1.56616E+00
 2.69091E+03	 1.04224E+00
 2.69361E+03	-2.26318E-01
 2.69630E+03	-3.09375E+00
 2.69899E+03	-1.79053E+00
 2.70168E+03	-1.20264E+00
 2.70437E+03	 1.04883E+00
 2.70706E+03	 2.72339E+00
 2.70975E+03	 8.06396E-01
 2.71243E+03	 4.30420E-01
 2.71511E+03	-8.61816E-02
 2.71780E+03	-6.20361E-01
 2.72048E+03	-7.46826E-01
 2.72315E+03	-1.92090E+00
 2.72583E+03	-3.04443E-01
 2.72851E+03	-1.08643E-01
 2.73118E+03	 9.14795E-01
 2.73385E+03	 1.83594E+00
 2.73652E+03	 1.37256E+00
 2.73919E+03	 2.77588E-01
 2.74186E+03	-2.85156E-01
 2.74453E+03	-9.57275E-01
 2.74719E+03	-1.62866E+00
 2.74985E+03	-2.44165E+00
 2.75251E+03	-3.97461E-01
 2.75517E+03	-2.20459E-01
 2.75783E+03	 7.68311E-01
 2.76049E+03	 6.03027E-01
 2.76315E+03	 1.51074E+00
 2.76580E+03	-5.34912E-01
 2.76845E+03	-3.85742E-01
 2.77110E+03	-9.78027E-01
 2.77375E+03	-5.56641E-02
 2.77640E+03	 2.24854E-01
 2.77905E+03	 1.73120E+00
 2.78169E+03	 1.03564E+00
 2.78433E+03	 1.96533E-01
 2.78698E+03	-6.68701E-01
 2.78962E+03	 7.68066E-01
 2.79226E+03	 4.17480E-02
 2.79489E+03	 1.00342E-01
 2.79753E+03	-6.21826E-01
 2.80016E+03	 5.88379E-02
 2.80280E+03	 2.65137E-01
 2.80543E+03	 9.78271E-01
 2.80806E+03	-9.64600E-01
 2.81068E+03	-2.02539E+00
 2.81331E+03	-1.16064E+00
 2.81594E+03	 1.43213E+00
 2.81856E+03	 3.32300E+00
 2.82118E+03	 2.13037E+00
 2.82380E+03	-2.03369E-01
 2.82642E+03	-2.82593E+00
 2.82904E+03	-4.73364E+00
 2.83166E+03	-2.98828E+00
 2.83427E+03	-1.33081E+00
 2.83689E+03	 3.57422E-01
 2.83950E+03	 1.05322E+00
 2.84211E+03	 1.27539E+00
 2.84472E+03	 6.54297E-01
 2.84732E+03	 2.84424E-01
 2.84993E+03	 3.19336E-01
 2.85253E+03	 1.56592E+00
 2.85514E+03	 2.39868E+00
 2.85774E+03	 2.51147E+00
 2.86034E+03	 2.04761E+00
 2.86294E+03	 1.25903E+00
 2.86553E+03	-4.11133E-01
 2.86813E+03	-1.67896E+00
 2.87072E+03	-2.48340E+00
 2.87332E+03	-1.35303E+00
 2.87591E+03	-2.79785E-01
 2.87850E+03	 4.56299E-01
 2.88109E+03	 3.05176E-02
 2.88367E+03	 4.81934E-01
 2.88626E+03	-2.67822E-01
 2.88884E+03	-2.22168E-01
 2.89142E+03	 2.40967E-01
 2.89401E+03	-6.93848E-01
 2.89659E+03	-2.58130E+00
 2.89916E+03	-3.80444E+00
 2.90174E+03	-2.18530E+00
 2.90432E+03	-1.30225E+00
 2.90689E+03	-3.41064E-01
 2.90946E+03	 2.08887E+00
 2.91203E+03	 3.14697E+00
 2.91460E+03	 3.25146E+00
 2.91717E+03	 4.77295E+00
 2.91974E+03	 4.74976E+00
 2.92230E+03	 3.27905E+00
 2.92486E+03	-7.24854E-01
 2.92743E+03	-1.11646E+00
 2.92999E+03	-3.22925E+00
 2.93255E+03	-1.79834E+00
 2.93510E+03	-1.26465E-01
 2.93766E+03	 1.96216E+00
 2.94021E+03	 2.59668E+00
 2.94277E+03	 1.79614E+00
 2.94532E+03	-4.52637E-01
 2.94787E+03	-1.59668E-01
 2.95042E+03	-7.98340E-01
 2.95297E+03	 1.80420E+00
 2.95551E+03	 1.09790E+00
 2.95806E+03	 1.08472E+00
 2.96060E+03	-1.36694E+00
 2.96314E+03	-2.56372E+00
 2.96568E+03	-7.18018E-01
 2.96822E+03	 2.28809E+00
 2.97076E+03	 2.35059E+00
 2.97330E+03	 2.29199E+00
 2.97583E+03	 5.99365E-01
 2.97837E+03	-1.73584E-01
 2.98090E+03	-8.47900E-01
 2.98343E+03	-3.43018E-01
 2.98596E+03	-8.01758E-01
 2.98849E+03	-5.12451E-01
 2.99101E+03	-1.43286E+00
 2.99354E+03	-1.11963E+00
 2.99606E+03	-6.60889E-01
 2.99858E+03	-1.43701E+00
 3.00110E+03	 2.31934E-02
 3.00362E+03	-1.94336E-01
 3.00614E+03	 0.00000E+00
 3.00866E+03	-7.59277E-02
 3.01117E+03	-1.80664E-02
 3.01369E+03	-5.00977E-01
 3.01620E+03	-4.43359E-01
 3.01871E+03	-1.75781E-01
 3.02122E+03	 1.14014E+00
 3.02373E+03	-9.69238E-02
 3.02623E+03	 3.53516E-01
 3.02874E+03	-5.05371E-02
 3.03124E+03	-2.12402E-02
 3.03374E+03	-5.52002E-01
 3.03625E+03	 1.02759E+00
 3.03875E+03	 7.66113E-01
 3.04124E+03	 7.21924E-01
 3.04374E+03	 4.07959E-01
 3.04624E+03	-1.08203E+00
 3.04873E+03	-2.17627E+00
 3.05122E+03	-2.55371E+00
 3.05371E+03	-2.53223E+00
 3.05620E+03	-1.74536E+00
 3.05869E+03	 1.79199E-01
 3.06118E+03	 2.20728E+00
 3.06367E+03	 9.88770E-01
 3.06615E+03	 1.41479E+00
 3.06863E+03	 2.40161E+00
 3.07111E+03	 3.32397E+00
 3.07359E+03	 3.68237E+00
 3.07607E+03	 3.37012E+00
 3.07855E+03	 1.14038E+00
 3.08103E+03	-1.10474E+00
 3.08350E+03	-4.19482E+00
 3.08598E+03	-2.99658E+00
 3.08845E+03	-1.23145E+00
 3.09092E+03	 7.50244E-01
 3.09339E+03	 8.35693E-01
 3.09586E+03	 1.80615E+00
 3.09832E+03	 1.66089E+00
 3.10079E+03	-8.26172E-01
