X-Axis	NPA w/ HMB-1 20x (CRR) (SG) (Sub BG)
 2.40473E+03	 8.24707E-01
 2.40760E+03	 4.79932E+00
 2.41046E+03	 4.98584E+00
 2.41332E+03	 3.93311E+00
 2.41617E+03	 2.17432E+00
 2.41903E+03	-7.62207E-01
 2.42188E+03	-2.77930E+00
 2.42473E+03	-1.80127E+00
 2.42758E+03	 1.56885E+00
 2.43043E+03	 4.40527E+00
 2.43328E+03	 3.61621E+00
 2.43613E+03	 2.93359E+00
 2.43897E+03	 1.88867E+00
 2.44181E+03	 2.97852E+00
 2.44465E+03	 5.17480E+00
 2.44749E+03	 4.68311E+00
 2.45033E+03	 5.25439E+00
 2.45316E+03	 3.48975E+00
 2.45600E+03	 6.48145E+00
 2.45883E+03	 7.66113E+00
 2.46166E+03	 2.76611E+00
 2.46449E+03	-5.38574E-01
 2.46732E+03	-3.14795E+00
 2.47014E+03	-2.47998E+00
 2.47296E+03	 1.88477E+00
 2.47579E+03	 3.36816E+00
 2.47861E+03	 1.54248E+00
 2.48143E+03	-2.12793E+00
 2.48424E+03	-1.63965E+00
 2.48706E+03	 1.87646E+00
 2.48987E+03	 4.81885E+00
 2.49268E+03	 7.20752E+00
 2.49549E+03	 5.92773E+00
 2.49830E+03	 1.54639E+00
 2.50111E+03	-1.95264E+00
 2.50392E+03	-4.43994E+00
 2.50672E+03	-4.00244E+00
 2.50952E+03	 8.11035E-01
 2.51232E+03	 4.64063E+00
 2.51512E+03	 7.94922E+00
 2.51792E+03	 1.07222E+01
 2.52072E+03	 9.06250E+00
 2.52351E+03	 3.44482E+00
 2.52630E+03	-2.70898E+00
 2.52909E+03	-5.00049E+00
 2.53188E+03	-3.74756E+00
 2.53467E+03	-6.76270E-01
 2.53746E+03	 4.94531E+00
 2.54024E+03	 6.52002E+00
 2.54302E+03	 4.68359E+00
 2.54580E+03	 6.73584E+00
 2.54858E+03	 5.75879E+00
 2.55136E+03	 5.41113E+00
 2.55414E+03	 2.27661E+00
 2.55691E+03	-2.34985E+00
 2.55968E+03	-1.88647E+00
 2.56246E+03	 2.85645E-02
 2.56523E+03	 2.64551E+00
 2.56799E+03	 4.17114E+00
 2.57076E+03	 7.73926E-02
 2.57353E+03	-1.48926E+00
 2.57629E+03	-1.46631E+00
 2.57905E+03	 1.07739E+00
 2.58181E+03	 3.87329E+00
 2.58457E+03	 3.87817E+00
 2.58733E+03	 1.65088E+00
 2.59008E+03	-1.94873E+00
 2.59283E+03	-3.24829E+00
 2.59559E+03	-1.84741E+00
 2.59834E+03	-2.71899E+00
 2.60109E+03	-2.00000E+00
 2.60383E+03	 1.45117E+00
 2.60658E+03	 2.51855E+00
 2.60932E+03	 4.07275E+00
 2.61207E+03	 1.15552E+00
 2.61481E+03	-6.49414E-01
 2.61755E+03	-3.09229E+00
 2.62028E+03	-3.01245E+00
 2.62302E+03	 1.95801E-01
 2.62575E+03	 1.49390E+00
 2.62849E+03	 4.23340E-01
 2.63122E+03	 8.78662E-01
 2.63395E+03	-6.98730E-01
 2.63668E+03	 1.22876E+00
 2.63940E+03	 5.78857E-01
 2.64213E+03	 1.06787E+00
 2.64485E+03	 1.30225E+00
 2.64757E+03	-2.49023E-01
 2.65029E+03	-3.42041E-01
 2.65301E+03	 6.96533E-01
 2.65573E+03	 5.25879E-01
 2.65845E+03	-2.41699E-02
 2.66116E+03	 3.76221E-01
 2.66387E+03	-3.00781E-01
 2.66658E+03	-9.59717E-01
 2.66929E+03	-1.96753E+00
 2.67200E+03	 1.36450E+00
 2.67471E+03	 2.97534E+00
 2.67741E+03	 2.28027E+00
 2.68012E+03	-1.28174E-01
 2.68282E+03	-1.50952E+00
 2.68552E+03	-3.63110E+00
 2.68822E+03	-2.55054E+00
 2.69091E+03	 7.06299E-01
 2.69361E+03	 5.18140E+00
 2.69630E+03	 2.62256E+00
 2.69899E+03	 6.79932E-01
 2.70168E+03	-1.93604E-01
 2.70437E+03	-5.77393E-01
 2.70706E+03	-1.60791E+00
 2.70975E+03	-1.90356E+00
 2.71243E+03	 8.40820E-01
 2.71511E+03	 2.69507E+00
 2.71780E+03	 3.60229E+00
 2.72048E+03	 3.61719E+00
 2.72315E+03	-2.98096E-01
 2.72583E+03	-2.31689E+00
 2.72851E+03	-2.43286E+00
 2.73118E+03	 5.36865E-01
 2.73385E+03	 1.78394E+00
 2.73652E+03	 2.18237E+00
 2.73919E+03	 5.94238E-01
 2.74186E+03	-1.56250E-01
 2.74453E+03	-4.62158E-01
 2.74719E+03	 7.46338E-01
 2.74985E+03	 5.54932E-01
 2.75251E+03	-4.39453E-02
 2.75517E+03	-9.92432E-01
 2.75783E+03	-1.39404E-01
 2.76049E+03	 1.97266E-01
 2.76315E+03	 1.24683E+00
 2.76580E+03	 1.07373E+00
 2.76845E+03	 1.14575E+00
 2.77110E+03	-4.34814E-01
 2.77375E+03	-2.22607E+00
 2.77640E+03	-2.04883E+00
 2.77905E+03	 4.17725E-01
 2.78169E+03	 4.26270E-01
 2.78433E+03	 4.53369E-01
 2.78698E+03	-4.42139E-01
 2.78962E+03	-5.43213E-01
 2.79226E+03	-4.62646E-01
 2.79489E+03	 1.87256E-01
 2.79753E+03	 2.31250E+00
 2.80016E+03	 1.76685E+00
 2.80280E+03	-1.37231E+00
 2.80543E+03	-2.40967E-01
 2.80806E+03	 2.44141E-02
 2.81068E+03	 1.44897E+00
 2.81331E+03	 1.23315E+00
 2.81594E+03	 1.63550E+00
 2.81856E+03	 8.11523E-01
 2.82118E+03	-1.51245E+00
 2.82380E+03	-8.54492E-01
 2.82642E+03	 5.06592E-01
 2.82904E+03	-4.64844E-01
 2.83166E+03	-2.73682E-01
 2.83427E+03	 6.36719E-01
 2.83689E+03	 1.70605E+00
 2.83950E+03	 7.89551E-01
 2.84211E+03	 2.18750E-01
 2.84472E+03	 2.75146E-01
 2.84732E+03	-3.73535E-02
 2.84993E+03	-5.83496E-01
 2.85253E+03	-1.61133E-02
 2.85514E+03	 5.96924E-01
 2.85774E+03	 3.66211E-01
 2.86034E+03	-6.36230E-01
 2.86294E+03	-6.56738E-02
 2.86553E+03	-1.15723E+00
 2.86813E+03	-1.70313E+00
 2.87072E+03	-2.34570E+00
 2.87332E+03	-8.07129E-01
 2.87591E+03	 1.68579E+00
 2.87850E+03	 1.61523E+00
 2.88109E+03	 1.80957E+00
 2.88367E+03	 1.54517E+00
 2.88626E+03	 2.64648E-01
 2.88884E+03	-4.72900E-01
 2.89142E+03	-1.08350E+00
 2.89401E+03	 1.35498E-01
 2.89659E+03	-1.24683E+00
 2.89916E+03	-1.33203E+00
 2.90174E+03	 1.39136E+00
 2.90432E+03	 1.34741E+00
 2.90689E+03	 8.15918E-01
 2.90946E+03	 2.81494E-01
 2.91203E+03	-7.95410E-01
 2.91460E+03	-1.88843E+00
 2.91717E+03	-1.05249E+00
 2.91974E+03	-1.83105E-01
 2.92230E+03	-6.17920E-01
 2.92486E+03	 2.81250E-01
 2.92743E+03	 1.84424E+00
 2.92999E+03	 2.06812E+00
 2.93255E+03	 3.93970E+00
 2.93510E+03	 4.66895E+00
 2.93766E+03	 3.10449E+00
 2.94021E+03	 1.01758E+00
 2.94277E+03	 1.02441E+00
 2.94532E+03	-4.88281E-02
 2.94787E+03	-1.39600E+00
 2.95042E+03	-5.49316E-01
 2.95297E+03	 9.93408E-01
 2.95551E+03	 3.16650E-01
 2.95806E+03	 1.91504E+00
 2.96060E+03	 7.15576E-01
 2.96314E+03	-6.46729E-01
 2.96568E+03	-9.64600E-01
 2.96822E+03	-1.30542E+00
 2.97076E+03	-1.01196E+00
 2.97330E+03	-2.80029E-01
 2.97583E+03	 2.33154E-01
 2.97837E+03	 8.90381E-01
 2.98090E+03	 1.57886E+00
 2.98343E+03	 3.91333E+00
 2.98596E+03	 1.68945E+00
 2.98849E+03	 9.87793E-01
 2.99101E+03	-5.32959E-01
 2.99354E+03	-1.71313E+00
 2.99606E+03	-2.20923E+00
 2.99858E+03	-1.06445E+00
 3.00110E+03	-2.34863E-01
 3.00362E+03	 1.28345E+00
 3.00614E+03	 1.49219E+00
 3.00866E+03	 2.09668E+00
 3.01117E+03	-6.73828E-02
 3.01369E+03	-9.27490E-01
 3.01620E+03	-1.18042E+00
 3.01871E+03	-5.98145E-01
 3.02122E+03	 8.28857E-01
 3.02373E+03	 1.46484E-01
 3.02623E+03	-8.24219E-01
 3.02874E+03	 5.81055E-02
 3.03124E+03	 5.76416E-01
 3.03374E+03	 1.89722E+00
 3.03625E+03	 3.33936E+00
 3.03875E+03	 6.00098E-01
 3.04124E+03	-1.73828E+00
 3.04374E+03	-2.22241E+00
 3.04624E+03	-1.23340E+00
 3.04873E+03	-1.41919E+00
 3.05122E+03	-1.00562E+00
 3.05371E+03	-1.16699E-01
 3.05620E+03	-1.56982E-01
 3.05869E+03	-6.81885E-01
 3.06118E+03	 3.75732E-01
 3.06367E+03	 1.98486E-01
 3.06615E+03	-1.11328E+00
 3.06863E+03	-1.74658E+00
 3.07111E+03	-4.01611E-01
 3.07359E+03	 1.73584E-01
 3.07607E+03	 1.36084E+00
 3.07855E+03	 2.67090E+00
 3.08103E+03	 3.23828E+00
 3.08350E+03	 1.76685E+00
 3.08598E+03	-1.40381E-01
 3.08845E+03	-1.78247E+00
 3.09092E+03	-7.31689E-01
 3.09339E+03	 1.32080E-01
 3.09586E+03	-3.16406E-01
 3.09832E+03	-1.49292E+00
 3.10079E+03	-3.03711E+00
