X-Axis	dried HMB-1 (CRR) (SG) (Sub BG)
 2.42758E+03	 1.26489E+00
 2.43043E+03	 1.19604E+00
 2.43328E+03	-1.62500E+00
 2.43613E+03	-1.16309E+00
 2.43897E+03	-4.39453E-01
 2.44181E+03	 1.91602E+00
 2.44465E+03	 1.90283E+00
 2.44749E+03	 1.13159E+00
 2.45033E+03	-1.07715E+00
 2.45316E+03	-5.06104E-01
 2.45600E+03	 3.10425E+00
 2.45883E+03	 2.73486E+00
 2.46166E+03	 7.74658E-01
 2.46449E+03	-7.26318E-01
 2.46732E+03	-2.46509E+00
 2.47014E+03	-7.93945E-01
 2.47296E+03	 2.61230E-02
 2.47579E+03	 2.03247E+00
 2.47861E+03	 4.35303E-01
 2.48143E+03	-3.37427E+00
 2.48424E+03	-1.24634E+00
 2.48706E+03	 1.20898E+00
 2.48987E+03	 3.25024E+00
 2.49268E+03	 5.01831E+00
 2.49549E+03	 3.62305E+00
 2.49830E+03	 7.86865E-01
 2.50111E+03	-8.58887E-01
 2.50392E+03	-1.38477E+00
 2.50672E+03	-5.55420E-01
 2.50952E+03	-1.11841E+00
 2.51232E+03	 4.63867E-02
 2.51512E+03	 1.92554E+00
 2.51792E+03	 2.59717E+00
 2.52072E+03	 2.06226E+00
 2.52351E+03	-1.00732E+00
 2.52630E+03	-4.02759E+00
 2.52909E+03	-3.76001E+00
 2.53188E+03	-1.71875E+00
 2.53467E+03	 1.75977E+00
 2.53746E+03	 3.27734E+00
 2.54024E+03	 2.91357E+00
 2.54302E+03	 1.84277E+00
 2.54580E+03	 1.50537E+00
 2.54858E+03	 2.47510E+00
 2.55136E+03	 2.24048E+00
 2.55414E+03	 8.56934E-02
 2.55691E+03	-2.07153E+00
 2.55968E+03	-2.44019E+00
 2.56246E+03	-8.91602E-01
 2.56523E+03	 1.94507E+00
 2.56799E+03	 2.74707E+00
 2.57076E+03	 5.40039E-01
 2.57353E+03	-1.22534E+00
 2.57629E+03	-1.86938E+00
 2.57905E+03	-1.67798E+00
 2.58181E+03	 6.66748E-01
 2.58457E+03	 2.32739E+00
 2.58733E+03	 2.42114E+00
 2.59008E+03	 2.90527E-01
 2.59283E+03	-1.47437E+00
 2.59559E+03	-1.12012E+00
 2.59834E+03	-3.05005E+00
 2.60109E+03	-8.67676E-01
 2.60383E+03	 2.50000E+00
 2.60658E+03	 2.99683E+00
 2.60932E+03	 3.90332E+00
 2.61207E+03	 3.26904E-01
 2.61481E+03	-4.92188E-01
 2.61755E+03	-1.18408E+00
 2.62028E+03	-1.15552E+00
 2.62302E+03	 1.62817E+00
 2.62575E+03	-3.56445E-02
 2.62849E+03	 5.54199E-02
 2.63122E+03	-8.89648E-01
 2.63395E+03	-2.02026E+00
 2.63668E+03	 6.57227E-01
 2.63940E+03	 3.76221E-01
 2.64213E+03	 9.09668E-01
 2.64485E+03	 1.68384E+00
 2.64757E+03	 1.51318E+00
 2.65029E+03	 4.84131E-01
 2.65301E+03	-6.73340E-01
 2.65573E+03	-1.47217E+00
 2.65845E+03	-2.42920E+00
 2.66116E+03	-1.98022E+00
 2.66387E+03	-1.70068E+00
 2.66658E+03	-2.11426E-01
 2.66929E+03	 2.51221E-01
 2.67200E+03	 1.08569E+00
 2.67471E+03	 3.64063E+00
 2.67741E+03	 3.02563E+00
 2.68012E+03	 2.54004E+00
 2.68282E+03	 7.40967E-01
 2.68552E+03	-2.23682E+00
 2.68822E+03	-1.57935E+00
 2.69091E+03	-6.56738E-01
 2.69361E+03	-2.27295E-01
 2.69630E+03	 3.36914E-02
 2.69899E+03	-2.94922E-01
 2.70168E+03	 6.65527E-01
 2.70437E+03	-1.38208E+00
 2.70706E+03	 2.26074E-01
 2.70975E+03	 2.52441E-01
 2.71243E+03	-4.38965E-01
 2.71511E+03	 6.78711E-01
 2.71780E+03	 2.25293E+00
 2.72048E+03	 2.57983E+00
 2.72315E+03	 7.86621E-01
 2.72583E+03	-4.15039E-01
 2.72851E+03	-1.43311E-01
 2.73118E+03	-1.05200E+00
 2.73385E+03	 3.88184E-01
 2.73652E+03	 1.28784E+00
 2.73919E+03	 2.58545E-01
 2.74186E+03	 1.58203E-01
 2.74453E+03	-3.55957E-01
 2.74719E+03	-2.19604E+00
 2.74985E+03	-2.38525E+00
 2.75251E+03	-2.11597E+00
 2.75517E+03	-9.90723E-01
 2.75783E+03	 1.48486E+00
 2.76049E+03	 1.48755E+00
 2.76315E+03	 2.14355E+00
 2.76580E+03	 1.28564E+00
 2.76845E+03	-7.98096E-01
 2.77110E+03	-1.09668E+00
 2.77375E+03	-1.51514E+00
 2.77640E+03	-6.75049E-01
 2.77905E+03	-9.34570E-01
 2.78169E+03	 1.15015E+00
 2.78433E+03	 3.62598E+00
 2.78698E+03	 3.54053E+00
 2.78962E+03	 1.08154E+00
 2.79226E+03	-2.17041E-01
 2.79489E+03	-2.63599E+00
 2.79753E+03	-3.28516E+00
 2.80016E+03	-9.35059E-02
 2.80280E+03	 1.37549E+00
 2.80543E+03	 1.18555E+00
 2.80806E+03	-1.15234E-01
 2.81068E+03	-8.53271E-01
 2.81331E+03	-9.24316E-01
 2.81594E+03	-9.87305E-01
 2.81856E+03	 5.15625E-01
 2.82118E+03	-3.19824E-01
 2.82380E+03	-1.32910E+00
 2.82642E+03	-3.33008E-01
 2.82904E+03	-1.64648E+00
 2.83166E+03	 1.63574E-02
 2.83427E+03	-1.28101E+00
 2.83689E+03	-7.75391E-01
 2.83950E+03	-8.64746E-01
 2.84211E+03	 8.52295E-01
 2.84472E+03	 2.59937E+00
 2.84732E+03	 2.50708E+00
 2.84993E+03	 2.39966E+00
 2.85253E+03	 1.38037E+00
 2.85514E+03	-6.87744E-01
 2.85774E+03	 5.21729E-01
 2.86034E+03	 4.20898E-01
 2.86294E+03	 1.05811E+00
 2.86553E+03	-7.34619E-01
 2.86813E+03	-2.48828E+00
 2.87072E+03	-3.59277E+00
 2.87332E+03	-3.48682E+00
 2.87591E+03	-1.85278E+00
 2.87850E+03	 1.35205E+00
 2.88109E+03	 4.24121E+00
 2.88367E+03	 4.28711E+00
 2.88626E+03	 2.23145E+00
 2.88884E+03	-1.85059E-01
 2.89142E+03	-1.94409E+00
 2.89401E+03	-3.01514E+00
 2.89659E+03	-4.28101E+00
 2.89916E+03	-2.76855E+00
 2.90174E+03	-1.96094E+00
 2.90432E+03	-5.35645E-01
 2.90689E+03	 1.76318E+00
 2.90946E+03	 2.76318E+00
 2.91203E+03	 3.03271E+00
 2.91460E+03	 8.77441E-01
 2.91717E+03	 4.07227E-01
 2.91974E+03	 1.71167E+00
 2.92230E+03	 1.70972E+00
 2.92486E+03	 1.59717E+00
 2.92743E+03	 1.59570E+00
 2.92999E+03	 1.20874E+00
 2.93255E+03	 6.37451E-01
 2.93510E+03	-2.19214E+00
 2.93766E+03	-2.97607E+00
 2.94021E+03	-3.50024E+00
 2.94277E+03	-2.80444E+00
 2.94532E+03	-7.39014E-01
 2.94787E+03	 2.66553E+00
 2.95042E+03	 3.82861E+00
 2.95297E+03	 2.49829E+00
 2.95551E+03	-4.56543E-02
 2.95806E+03	-8.34229E-01
 2.96060E+03	-1.08618E+00
 2.96314E+03	-2.50806E+00
 2.96568E+03	-7.07764E-01
 2.96822E+03	 1.12695E+00
 2.97076E+03	 1.78931E+00
 2.97330E+03	 1.77173E+00
 2.97583E+03	 8.61572E-01
 2.97837E+03	 5.21240E-01
 2.98090E+03	 3.33008E-01
 2.98343E+03	 6.86035E-02
 2.98596E+03	-2.05811E-01
 2.98849E+03	-1.41431E+00
 2.99101E+03	-2.85962E+00
 2.99354E+03	-3.49463E+00
 2.99606E+03	-2.24023E+00
 2.99858E+03	-4.11377E-01
 3.00110E+03	 6.91650E-01
 3.00362E+03	 3.52295E-01
 3.00614E+03	 2.68799E-01
 3.00866E+03	 6.54541E-01
 3.01117E+03	-1.70166E-01
 3.01369E+03	-1.13867E+00
 3.01620E+03	-1.11206E+00
 3.01871E+03	-1.31787E+00
 3.02122E+03	 1.60913E+00
 3.02373E+03	 3.70117E+00
 3.02623E+03	 4.76782E+00
 3.02874E+03	 4.31201E+00
 3.03124E+03	 2.60767E+00
 3.03374E+03	-1.05225E-01
 3.03625E+03	-1.69824E+00
 3.03875E+03	-2.33130E+00
 3.04124E+03	-1.38306E+00
 3.04374E+03	-2.73315E+00
 3.04624E+03	-1.22876E+00
 3.04873E+03	 9.44580E-01
 3.05122E+03	 1.51318E+00
 3.05371E+03	 1.46802E+00
 3.05620E+03	-2.21436E-01
 3.05869E+03	-5.82275E-01
 3.06118E+03	-4.76074E-01
 3.06367E+03	-4.47266E-01
 3.06615E+03	 1.85986E+00
 3.06863E+03	 1.71143E+00
 3.07111E+03	 1.10400E+00
 3.07359E+03	 5.48340E-01
 3.07607E+03	 6.20605E-01
 3.07855E+03	 1.70508E+00
 3.08103E+03	 4.07715E-01
 3.08350E+03	-4.77295E-01
 3.08598E+03	-1.00635E+00
 3.08845E+03	-1.40869E+00
 3.09092E+03	-7.70752E-01
 3.09339E+03	-6.73584E-01
 3.09586E+03	 1.86768E-01
 3.09832E+03	-8.79639E-01
 3.10079E+03	-1.62793E+00
