X-Axis	NPA w/ HMB-1 pos2 (CRR) (SG) (Sub BG)
 2.41903E+03	-3.52393E+00
 2.42188E+03	-3.42920E+00
 2.42473E+03	-1.35010E+00
 2.42758E+03	 4.13574E-01
 2.43043E+03	 1.18359E+00
 2.43328E+03	 8.64258E-01
 2.43613E+03	 2.59473E+00
 2.43897E+03	 2.81445E+00
 2.44181E+03	 2.17529E+00
 2.44465E+03	 1.97119E+00
 2.44749E+03	-6.11816E-01
 2.45033E+03	-1.19629E+00
 2.45316E+03	-3.98779E+00
 2.45600E+03	-2.43506E+00
 2.45883E+03	-6.07910E-01
 2.46166E+03	 4.84863E-01
 2.46449E+03	 2.43848E+00
 2.46732E+03	 3.51611E+00
 2.47014E+03	 1.75049E+00
 2.47296E+03	 1.51978E+00
 2.47579E+03	 1.75439E+00
 2.47861E+03	 6.51611E-01
 2.48143E+03	-2.67822E-01
 2.48424E+03	-1.69946E+00
 2.48706E+03	-1.36060E+00
 2.48987E+03	-3.51074E-01
 2.49268E+03	 5.41992E-01
 2.49549E+03	 3.03003E+00
 2.49830E+03	 3.23926E+00
 2.50111E+03	 6.47705E-01
 2.50392E+03	-2.19092E+00
 2.50672E+03	-4.92139E+00
 2.50952E+03	-2.64331E+00
 2.51232E+03	-1.97290E+00
 2.51512E+03	 1.94922E+00
 2.51792E+03	 6.83545E+00
 2.52072E+03	 8.83081E+00
 2.52351E+03	 5.79663E+00
 2.52630E+03	 1.38916E-01
 2.52909E+03	-3.47656E+00
 2.53188E+03	-4.72363E+00
 2.53467E+03	-2.37817E+00
 2.53746E+03	 2.38892E+00
 2.54024E+03	 3.73267E+00
 2.54302E+03	 2.58691E+00
 2.54580E+03	 9.13818E-01
 2.54858E+03	 1.68213E+00
 2.55136E+03	 2.56982E+00
 2.55414E+03	 1.11963E+00
 2.55691E+03	-6.11816E-01
 2.55968E+03	-8.38379E-01
 2.56246E+03	-5.56641E-02
 2.56523E+03	 1.11523E+00
 2.56799E+03	 1.88501E+00
 2.57076E+03	-1.44775E-01
 2.57353E+03	-1.73828E+00
 2.57629E+03	-1.94336E-01
 2.57905E+03	 2.25562E+00
 2.58181E+03	 2.24316E+00
 2.58457E+03	 2.01563E+00
 2.58733E+03	 1.29980E+00
 2.59008E+03	-1.90967E+00
 2.59283E+03	-4.11621E+00
 2.59559E+03	-2.20801E+00
 2.59834E+03	-1.77783E+00
 2.60109E+03	 1.43262E+00
 2.60383E+03	 3.61060E+00
 2.60658E+03	 4.07813E+00
 2.60932E+03	 1.92847E+00
 2.61207E+03	 1.46484E-03
 2.61481E+03	-1.45825E+00
 2.61755E+03	-2.85938E+00
 2.62028E+03	-1.31299E+00
 2.62302E+03	 1.21704E+00
 2.62575E+03	 5.94971E-01
 2.62849E+03	 1.69751E+00
 2.63122E+03	 1.14111E+00
 2.63395E+03	-1.85864E+00
 2.63668E+03	-1.38306E+00
 2.63940E+03	 2.69287E-01
 2.64213E+03	 2.65527E+00
 2.64485E+03	 1.13525E+00
 2.64757E+03	 1.19800E+00
 2.65029E+03	 1.60498E+00
 2.65301E+03	 8.21045E-01
 2.65573E+03	 1.42847E+00
 2.65845E+03	 2.71826E+00
 2.66116E+03	 5.57617E-01
 2.66387E+03	-2.17188E+00
 2.66658E+03	-3.05371E+00
 2.66929E+03	-2.49536E+00
 2.67200E+03	-5.27100E-01
 2.67471E+03	 2.48853E+00
 2.67741E+03	 3.05981E+00
 2.68012E+03	 1.28125E+00
 2.68282E+03	-3.42041E-01
 2.68552E+03	-2.14990E+00
 2.68822E+03	-1.28076E+00
 2.69091E+03	-1.00708E+00
 2.69361E+03	 7.58057E-01
 2.69630E+03	-7.57568E-01
 2.69899E+03	-3.78174E-01
 2.70168E+03	 1.09399E+00
 2.70437E+03	 6.60645E-01
 2.70706E+03	 5.41016E-01
 2.70975E+03	 2.14233E+00
 2.71243E+03	 3.39526E+00
 2.71511E+03	 4.36011E+00
 2.71780E+03	 5.32764E+00
 2.72048E+03	 3.91138E+00
 2.72315E+03	-2.56592E-01
 2.72583E+03	-3.29565E+00
 2.72851E+03	-1.56689E+00
 2.73118E+03	-9.33594E-01
 2.73385E+03	-2.52930E-01
 2.73652E+03	 6.85547E-01
 2.73919E+03	 4.97070E-01
 2.74186E+03	-1.50000E+00
 2.74453E+03	-6.86035E-01
 2.74719E+03	 1.24658E+00
 2.74985E+03	 3.16309E+00
 2.75251E+03	 1.91479E+00
 2.75517E+03	 3.26611E+00
 2.75783E+03	 3.58105E+00
 2.76049E+03	 1.34473E+00
 2.76315E+03	 1.23926E+00
 2.76580E+03	 3.22412E+00
 2.76845E+03	 3.20068E+00
 2.77110E+03	 2.70508E+00
 2.77375E+03	 7.09473E-01
 2.77640E+03	-8.98438E-01
 2.77905E+03	-2.39063E+00
 2.78169E+03	-2.20313E+00
 2.78433E+03	 5.70801E-01
 2.78698E+03	 3.03271E+00
 2.78962E+03	 2.84644E+00
 2.79226E+03	 1.60059E+00
 2.79489E+03	-1.47021E+00
 2.79753E+03	-1.39795E+00
 2.80016E+03	-1.86792E+00
 2.80280E+03	-4.30664E-01
 2.80543E+03	 2.19971E+00
 2.80806E+03	 2.37622E+00
 2.81068E+03	 6.68945E-02
 2.81331E+03	-1.47144E+00
 2.81594E+03	-4.55811E-01
 2.81856E+03	-7.95898E-01
 2.82118E+03	-1.24731E+00
 2.82380E+03	 1.54541E+00
 2.82642E+03	 1.25684E+00
 2.82904E+03	 4.45313E-01
 2.83166E+03	 7.84180E-01
 2.83427E+03	-2.54883E-01
 2.83689E+03	-1.27881E+00
 2.83950E+03	-2.69775E+00
 2.84211E+03	-4.46533E-01
 2.84472E+03	-1.00366E+00
 2.84732E+03	-5.41992E-02
 2.84993E+03	 1.60693E+00
 2.85253E+03	 2.20142E+00
 2.85514E+03	 3.37891E-01
 2.85774E+03	 3.63037E-01
 2.86034E+03	 6.26221E-01
 2.86294E+03	 1.73950E+00
 2.86553E+03	 5.59814E-01
 2.86813E+03	-6.31836E-01
 2.87072E+03	-3.70288E+00
 2.87332E+03	-3.01831E+00
 2.87591E+03	-1.39795E+00
 2.87850E+03	 1.48901E+00
 2.88109E+03	 2.65918E+00
 2.88367E+03	 1.48730E+00
 2.88626E+03	 3.70361E-01
 2.88884E+03	 6.36475E-01
 2.89142E+03	 1.29224E+00
 2.89401E+03	 1.32471E+00
 2.89659E+03	-1.06299E+00
 2.89916E+03	-1.39917E+00
 2.90174E+03	-1.37573E+00
 2.90432E+03	-8.54492E-01
 2.90689E+03	-1.09619E+00
 2.90946E+03	 1.57227E-01
 2.91203E+03	 1.80811E+00
 2.91460E+03	 1.40698E+00
 2.91717E+03	 5.23193E-01
 2.91974E+03	 1.24487E+00
 2.92230E+03	 6.96045E-01
 2.92486E+03	 7.32422E-02
 2.92743E+03	-1.70581E+00
 2.92999E+03	-9.06250E-01
 2.93255E+03	-3.29565E+00
 2.93510E+03	-2.75342E+00
 2.93766E+03	 3.62793E-01
 2.94021E+03	 2.46851E+00
 2.94277E+03	 3.15942E+00
 2.94532E+03	 2.05786E+00
 2.94787E+03	 9.20166E-01
 2.95042E+03	 1.27563E+00
 2.95297E+03	-5.40527E-01
 2.95551E+03	 7.79297E-01
 2.95806E+03	 8.32520E-01
 2.96060E+03	-5.88623E-01
 2.96314E+03	-2.33960E+00
 2.96568E+03	-2.13281E+00
 2.96822E+03	-8.21777E-01
 2.97076E+03	 1.63110E+00
 2.97330E+03	 2.29395E+00
 2.97583E+03	 3.28589E+00
 2.97837E+03	 5.43457E-01
 2.98090E+03	-7.37061E-01
 2.98343E+03	-6.32324E-01
 2.98596E+03	-1.26953E-01
 2.98849E+03	-4.53125E-01
 2.99101E+03	-3.00537E-01
 2.99354E+03	-1.15308E+00
 2.99606E+03	-7.49512E-01
 2.99858E+03	 4.59961E-01
 3.00110E+03	 2.00586E+00
 3.00362E+03	 8.61816E-01
 3.00614E+03	 1.22778E+00
 3.00866E+03	 2.70020E-01
 3.01117E+03	-3.20801E-01
 3.01369E+03	-4.31152E-01
 3.01620E+03	-1.03052E+00
 3.01871E+03	-1.51367E+00
 3.02122E+03	-2.42163E+00
 3.02373E+03	-2.16797E-01
 3.02623E+03	 1.87695E+00
 3.02874E+03	 2.53979E+00
 3.03124E+03	 2.20728E+00
 3.03374E+03	 6.64795E-01
 3.03625E+03	-9.22852E-02
 3.03875E+03	-1.18164E+00
 3.04124E+03	-1.44946E+00
 3.04374E+03	 4.88281E-03
 3.04624E+03	-8.07129E-01
 3.04873E+03	 1.19141E-01
 3.05122E+03	-1.14941E+00
 3.05371E+03	-1.05225E+00
 3.05620E+03	-7.94434E-01
 3.05869E+03	-1.68481E+00
 3.06118E+03	 1.45508E-01
 3.06367E+03	 1.88232E-01
 3.06615E+03	-1.01978E+00
 3.06863E+03	-6.51367E-01
 3.07111E+03	-1.04297E+00
 3.07359E+03	 1.45264E+00
 3.07607E+03	 2.68359E+00
 3.07855E+03	 2.35767E+00
 3.08103E+03	 3.16089E+00
 3.08350E+03	 1.23071E+00
 3.08598E+03	 6.22070E-01
 3.08845E+03	-9.81934E-01
 3.09092E+03	-1.12109E+00
 3.09339E+03	-5.51758E-02
 3.09586E+03	-9.18701E-01
 3.09832E+03	-1.12622E+00
 3.10079E+03	-1.25781E+00
